# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8602-6101 247.762349797 39.6237367083 1-211105 -0.2790040969848633 -0.19866499304771423 5.499391078948975 0 0 
8602-12705 247.4626868 39.7665109344 1-211074 0.1366949826478958 0.4440688490867615 1.209234356880188 0 0 
8602-6102 247.23601071 39.6095520081 1-211027 -0.5418315529823303 -0.46069642901420593 40.75299072265625 0 0 
8602-12702 247.688690721 39.1952321045 1-211273 -0.35414907336235046 -0.07092008739709854 2.4546914100646973 0 0 
8602-6104 247.572410332 39.8894177689 1-211077 -0.2508091330528259 -0.21176448464393616 3.8028712272644043 0 0 
8602-3701 247.361542684 38.4194026484 1-211264 -0.3197070360183716 -0.5367658138275146 9.196901321411133 0 0 
8602-1901 247.336422888 39.8203959475 1-211055 0.031537629663944244 -0.03438716009259224 0.8596527576446533 0 0 
8602-6103 248.109719223 39.5177666069 1-135520 -0.4826820194721222 -0.6080039143562317 7.949049949645996 0 0 
8615-1901 321.07220197 1.02835983255 1-180047 -1.087576985359192 0.4308614730834961 40.29468536376953 0 0 
8615-6101 319.59456467 0.291590353604 1-179929 -0.24273520708084106 0.12161985039710999 0.4378475844860077 0 0 
8615-6103 320.166227919 1.11735037898 1-179981 -0.27294111251831055 -0.2996751070022583 4.7502241134643555 0 0 
8615-6104 319.901867923 0.704249718837 1-179947 0.25940224528312683 0.5076166391372681 1.0945183038711548 0 0 
8615-6102 321.326019772 0.184748214618 1-179844 -0.2851386070251465 -0.11818142980337143 5.906398296356201 0 0 
8615-12704 321.443159095 0.93108017 1-550913 0.09345809370279312 -0.022811533883213997 0.7459951639175415 0 0 
8615-12701 319.38957509 -0.134736114396 1-179900 -0.36853131651878357 -0.5507597923278809 25.91156578063965 0 0 
8615-12702 320.159441713 1.04727722221 1-596218 -0.4822477698326111 -0.4496991038322449 14.472383499145508 0 0 
8615-12705 319.662146239 0.295079116042 1-179795 -0.4101752042770386 -0.3211708068847656 5.816188812255859 0 0 
8615-3701 321.00791167 -0.366323610281 1-550901 -0.22009462118148804 0.18087835609912872 26.04911994934082 0 0 
8615-1902 319.751163159 -0.963991563033 1-179561 -0.40288564562797546 -0.2479647547006607 35.835540771484375 0 0 
8615-3703 320.82641 1.25498 1-180028 -0.41428354382514954 -0.6300128698348999 46.34062576293945 0 0 
8615-9101 319.919751556 0.120941045034 1-179556 -0.21008726954460144 -0.06477095931768417 4.829199314117432 0 0 
8615-9102 321.474041874 0.416058767769 1-180039 -0.30512797832489014 -0.3415854573249817 5.329233169555664 0 0 
8626-6104 263.033161018 56.8787475343 1-24416 0.17036689817905426 0.8457216024398804 0.8872717618942261 0 0 
8626-1902 264.84079 56.56707 1-24246 -0.2725088894367218 -0.282690167427063 6.4943647384643555 0 0 
8626-12704 263.755218506 57.0524330139 1-24423 -1.2966328859329224 0.7696759104728699 1321.6429443359375 0 0 
8626-6103 262.686906258 56.351977958 1-24293 0.14479288458824158 0.7938241958618164 1.0461595058441162 0 0 
8626-3701 262.676367224 56.6393873391 1-24295 0.13142628967761993 0.5638159513473511 0.6836822032928467 0 0 
8626-6102 263.173114796 56.1170312777 1-24279 -0.2698429524898529 -0.07332782447338104 3.8371989727020264 0 0 
8626-3702 261.721224401 56.8488006459 1-24371 -0.4454540014266968 -0.505393385887146 19.58136749267578 0 0 
8626-3703 264.662544833 56.8242436544 1-24440 -0.4406515955924988 -0.4907342195510864 44.33744812011719 0 0 
8626-12703 265.108775133 56.7012509205 1-24482 -0.2890169024467468 -0.2573145925998688 14.224196434020996 0 0 
8626-12702 263.205362118 56.9012700515 1-634795 -0.3118932247161865 -0.5330655574798584 27.7327880859375 0 0 
8626-9101 262.468323287 56.8263130659 1-24407 -0.3684391975402832 -0.42616546154022217 5.8497419357299805 0 0 
8626-9102 263.439318809 56.7085357468 1-634800 0.09379653632640839 0.5641448497772217 1.136388897895813 0 0 
8626-12701 263.525272316 56.7996126548 1-24425 -0.19893218576908112 0.3904508948326111 2.0698022842407227 0 0 
8616-9102 322.749438763 -0.000594045256683 1-180135 -0.5109642148017883 -0.767961859703064 28.44326400756836 0 0 
8616-12701 322.253154429 0.182613494027 1-180298 -0.5557382702827454 -0.1387941837310791 0.28510481119155884 0 0 
8616-9101 322.90884517 -0.60820479396 1-180514 -0.24931015074253082 -0.26739606261253357 10.076942443847656 0 0 
8616-6102 322.44927834 0.396249358221 1-289868 -0.6876915693283081 0.08287432789802551 25.215106964111328 0 0 
8616-6103 322.21233944 1.25826960177 1-289864 0.49811065196990967 0.37481242418289185 0.4234837293624878 0 0 
8616-6101 322.305753511 -0.523914217837 1-180168 0.07448313385248184 0.5139726400375366 0.7416505813598633 0 0 
8616-3703 322.510226454 0.464198663396 1-180308 -0.3813478350639343 -0.6512183547019958 14.687616348266602 0 0 
8616-12702 322.306045964 -0.294765358572 1-289846 0.12768639624118805 0.6766594648361206 1.2497564554214478 0 0 
8616-3704 322.242023645 -0.342425988801 1-180193 -0.24398170411586761 -0.5429784655570984 22.433696746826172 0 0 
8616-1902 322.302154005 -0.621758126194 1-180208 0.09948328882455826 0.4901414215564728 2.1394312381744385 0 0 
8616-1901 322.040886836 1.14109407639 1-180286 -0.6017336845397949 -0.1186092346906662 25.352188110351562 0 0 
8616-6104 322.980530704 0.213766757431 1-180334 -0.25461530685424805 0.08971989154815674 6.359498023986816 0 0 
8616-12705 322.613466488 -0.445022031393 1-180522 -0.5669647455215454 -0.07865502685308456 33.08213806152344 0 0 
8616-12704 323.174007207 -0.127839589249 1-635647 0.1431746631860733 0.5898023843765259 1.4786146879196167 0 0 
8655-12704 356.805709913 -0.480166160074 1-637825 -0.41875848174095154 -0.6385629773139954 8.82676887512207 0 0 
8655-6103 355.825110967 0.442474636753 1-29728 -0.18753500282764435 0.6796343326568604 3.213632583618164 0 0 
8655-6104 358.550324332 0.377029940544 1-638033 -0.06405872851610184 -0.1922284960746765 0.04272560030221939 0 0 
8655-12705 357.651747574 -1.12808991462 1-29799 -0.16250038146972656 0.147420734167099 3.599313735961914 0 0 
8655-1902 358.468819087 -0.0987309075214 1-29809 0.11996646225452423 -0.08478465676307678 2.725031852722168 0 0 
8655-6102 358.066037768 0.102962333894 1-29917 -0.7787463665008545 0.163044273853302 24.700735092163086 0 0 
8655-1901 355.983164831 0.218054170333 1-29748 0.2450619637966156 0.5706055760383606 0.47313523292541504 0 0 
8655-6101 358.094461941 -0.628759880529 1-29792 -0.5823696851730347 0.21964862942695618 18.015153884887695 0 0 
8655-12703 357.223131022 0.642192413136 1-29874 -0.6695314049720764 0.06554146856069565 19.135255813598633 0 0 
8655-3701 356.751827964 -0.447387404322 1-29512 -0.1928558051586151 -0.3916621804237366 27.048873901367188 0 0 
8655-3704 357.54330799 -1.01686396913 1-204551 -0.5380408763885498 -0.3323615789413452 27.128543853759766 0 0 
8655-9102 358.221930841 -0.382447349138 1-29811 -0.4840397834777832 -0.49953493475914 24.57604217529297 0 0 
8655-12702 356.270288778 -0.270886747269 1-29843 -0.47506746649742126 -0.4904635548591614 16.572021484375 0 0 
8655-12701 356.092469402 0.0963688739824 1-29749 -0.39916619658470154 -0.2773565649986267 4.71212100982666 0 0 
8655-9101 356.53702356 1.03033424423 1-29851 0.42238420248031616 0.41845932602882385 0.6342403888702393 0 0 
7960-3704 258.807856874 31.3894706707 1-177533 -0.8261041045188904 0.27880167961120605 32.31504440307617 0 0 
7960-1902 257.567925509 32.2401129222 1-177617 0.4414929151535034 -0.5273158550262451 0.18162673711776733 0 0 
7960-1901 258.386122445 33.1530376938 1-561016 0.10103842616081238 -0.06670156866312027 0.0 0 0 
7960-12703 259.228308542 31.5275481369 1-178170 -0.4496309459209442 -0.7025448083877563 16.375165939331055 0 0 
7960-3701 257.085762619 31.7469152793 1-177493 0.16923974454402924 0.5970346331596375 1.4154380559921265 0 0 
7960-3702 258.289350795 31.5820433165 1-177528 -0.0011336528696119785 0.10535077005624771 1.6909807920455933 0 0 
7960-3703 259.183519785 32.8062648984 1-547295 -0.39851877093315125 0.032480549067258835 24.216474533081055 0 0 
7960-6102 258.89242 31.52951 1-178157 -0.6157044172286987 -0.32891279458999634 19.359167098999023 0 0 
9185-3704 257.532896417 32.294166029 1-561017 -0.2459631860256195 -0.17553292214870453 3.6473488807678223 0 0 
7960-6103 258.226225318 32.7865800599 1-177763 -0.4280775487422943 -0.4687372148036957 31.477773666381836 0 0 
7960-6104 259.217409048 31.5841310067 1-178169 0.1237129420042038 -0.5115560293197632 0.48908695578575134 0 0 
7960-6101 258.798899463 31.1282239365 1-177529 -0.6195359230041504 -0.16306109726428986 21.535846710205078 0 0 
7960-9101 259.206451327 31.7557527858 1-547621 -0.5098341703414917 -0.20449575781822205 8.819485664367676 0 0 
7960-12701 257.138837223 31.8056435337 1-177626 -0.13566145300865173 -0.10283222794532776 3.149746894836426 0 0 
7960-12704 259.044306887 31.7923079272 1-177542 -0.4472273588180542 -0.6147887706756592 25.222929000854492 0 0 
7960-12705 258.65021268 30.7335347099 1-178130 -0.36681243777275085 -0.701539933681488 21.155902862548828 0 0 
8623-6103 310.447217044 1.21310258594 1-178695 0.0677349716424942 0.4442686438560486 0.7073876857757568 0 0 
8623-6101 310.579212579 -0.925181580813 1-178601 0.06649947166442871 0.2984207570552826 2.420853853225708 0 0 
8623-6102 311.658778146 0.339357846417 1-178824 -0.016580980271100998 0.20506179332733154 0.9220525622367859 0 0 
8623-6104 311.780971186 0.300460704411 1-190574 -0.36436763405799866 -0.5821667313575745 23.310100555419922 0 0 
8623-12703 309.98326 0.97615 1-178686 -0.4531171917915344 -0.7032216787338257 9.386439323425293 0 0 
8623-3701 310.450014189 -0.468315984158 1-178782 0.21704258024692535 0.5607457756996155 0.870048999786377 0 0 
8623-3702 310.372774656 0.132255039507 1-178790 -0.23838917911052704 0.23579829931259155 2.4322586059570312 0 0 
8623-1902 312.023611118 0.0688413906757 1-178838 -0.03856363147497177 0.31846994161605835 1.6530027389526367 0 0 
8623-12705 311.455974655 0.674765395953 1-190560 -0.7847152352333069 0.15258900821208954 14.823609352111816 0 0 
8623-9102 311.763804801 0.436777870611 1-178823 -0.021761275827884674 -0.06831059604883194 1.0219318866729736 0 0 
8623-12701 311.401730212 0.510493860872 1-178812 -0.9443951845169067 0.12802645564079285 12.921048164367676 0 0 
8623-12704 311.829452336 0.320794803727 1-178828 0.10760817676782608 0.4716886281967163 2.06149959564209 0 0 
8623-9101 311.347364242 0.492528629548 1-178698 -0.4156509041786194 -0.26701343059539795 9.073390007019043 0 0 
8623-12702 310.217078243 0.652804433245 1-635285 -0.3737848103046417 -0.33505937457084656 7.412550926208496 0 0 
8623-3704 311.864592871 -0.310345701592 1-205502 -0.44873788952827454 -0.5425222516059875 8.775012969970703 0 0 
7968-1901 322.451923884 -0.313554702629 1-180163 -0.055058304220438004 0.36616143584251404 1.6292611360549927 0 0 
7968-3704 322.607871606 -0.474520756087 1-635629 -0.4370339810848236 -0.6032799482345581 32.509033203125 0 0 
7968-1902 323.033873837 0.609774317837 1-180540 -0.3830605745315552 -0.6631660461425781 25.543746948242188 0 0 
7968-3701 322.213310988 -1.07011823351 1-180204 -0.3462197184562683 -0.22884801030158997 8.611749649047852 0 0 
7968-6101 323.761836824 -0.170835077873 1-180472 -0.2519303262233734 -0.21759666502475739 4.519301414489746 0 0 
7968-6102 323.178626083 0.771349187347 1-180537 0.07879850268363953 0.4164028763771057 2.5755364894866943 0 0 
7968-3702 322.672648547 1.00593440858 1-180337 -0.7911686897277832 0.021280881017446518 10.655616760253906 0 0 
7968-9101 322.37074 -0.219591 1-180172 -0.23465746641159058 -0.17430873215198517 4.941661834716797 0 0 
7968-9102 323.751629512 -0.511444352259 1-180080 -0.01673217862844467 0.5491674542427063 1.5411643981933594 0 0 
7968-12701 322.94947 -1.03917 1-180513 -0.38141563534736633 -0.36668527126312256 6.0015387535095215 0 0 
7968-12704 324.259880754 0.428240426133 1-180621 0.03022594563663006 0.3863571882247925 3.1461925506591797 0 0 
7968-12702 322.92881198 0.357835222133 1-180336 -0.3348413407802582 -0.4026947617530823 4.970724582672119 0 0 
7968-12703 324.091999747 0.947726891413 1-180629 0.23064525425434113 0.3205612897872925 2.499164342880249 0 0 
8567-12704 118.11969757 49.8387078559 1-378681 -0.4008735418319702 -0.34450218081474304 6.4561991691589355 0 0 
8567-12703 118.328694856 50.1855392772 1-378715 -0.45540493726730347 -0.36026936769485474 14.575860977172852 0 0 
8567-9102 119.520944232 49.4179395209 1-351622 -0.4210127294063568 -0.57741379737854 14.496620178222656 0 0 
8567-1902 118.574831205 49.7995147266 1-351596 -0.419281929731369 -0.4300386309623718 15.731090545654297 0 0 
8567-6103 118.85585368 48.4384160642 1-548199 -0.3751154839992523 -0.6198026537895203 31.922290802001953 0 0 
8567-12701 119.25776011 49.5673728539 1-351614 -0.4608331024646759 -0.7937837839126587 24.22124671936035 0 0 
8567-3701 118.10650806 47.7779786348 1-351566 -0.39602071046829224 -0.5989845395088196 9.266950607299805 0 0 
8567-9101 119.284483439 47.7656374167 1-351506 -0.7587083578109741 0.10012207925319672 17.398658752441406 0 0 
8567-6101 119.145123564 47.5638513288 1-351538 -0.3106643557548523 -0.4229493737220764 7.499050617218018 0 0 
8567-6102 119.315453104 47.8030370862 1-351511 -0.8879510164260864 0.24825601279735565 36.341609954833984 0 0 
8156-12705 55.5520135321 -0.354380936843 1-38822 -0.7488732933998108 0.06082368642091751 32.55236053466797 0 0 
8156-9102 56.3891521567 -1.04690320706 1-38775 -0.5841015577316284 -0.12847459316253662 23.74988555908203 0 0 
8156-6102 55.8082035277 -1.01869728676 1-604153 0.17304162681102753 0.8064325451850891 0.9001207947731018 0 0 
8156-12703 54.7363779924 0.917886256261 1-38894 -0.5617759823799133 -0.17572934925556183 29.265384674072266 0 0 
8156-12701 54.3895928174 0.144233407811 1-38770 -0.47642964124679565 0.03224107623100281 6.903295993804932 0 0 
8156-6104 56.1105615147 -0.303872199799 1-38798 0.11401326209306717 0.10305760055780411 0.5292097330093384 0 0 
8156-12702 54.8917856748 -0.511959862583 1-38856 -0.4785929322242737 -0.21467338502407074 8.424071311950684 0 0 
8156-3701 55.5922982029 -0.583196462725 1-38819 -0.616349458694458 -0.09481104463338852 50.023799896240234 0 0 
8156-3703 56.4896580952 -0.0209215155287 1-38787 -0.4317275881767273 -0.5022147297859192 45.06173324584961 0 0 
8156-9101 56.4251416467 -0.378460418812 1-109493 0.19730135798454285 0.40846723318099976 0.6462734341621399 0 0 
8156-3702 54.0890115185 0.186890961787 1-38887 -0.6395584344863892 -0.03849691525101662 36.9612922668457 0 0 
8077-9101 41.6431103101 -0.843537381902 1-36945 -0.25698718428611755 -0.27438050508499146 9.09058952331543 0 0 
8077-1902 41.6857515758 0.369536241384 1-37039 0.07691656053066254 -0.15880005061626434 0.21705248951911926 0 0 
8077-12705 41.694639931 -0.728826852116 1-109081 -0.28315630555152893 -0.2759121358394623 6.522122383117676 0 0 
8077-3702 41.8463658412 0.05875669652 1-37062 -0.34483471512794495 -0.5916760563850403 21.21135139465332 0 0 
8077-12701 40.4863736549 -1.03059236972 1-36645 -0.46545740962028503 -0.5185725092887878 14.663568496704102 0 0 
8077-3704 42.1984450083 -0.10918489701 1-37068 -0.28965333104133606 -0.45898541808128357 8.549715042114258 0 0 
8077-3701 41.4931915999 -0.449181093753 1-36977 0.21123163402080536 0.5759201049804688 1.2413064241409302 0 0 
8077-12703 41.8404859495 -0.462490551761 1-36925 -0.01386955101042986 0.24291136860847473 1.6747854948043823 0 0 
8077-12702 40.9690483092 0.152646263184 1-36849 -0.4163398742675781 -0.3414898216724396 10.970078468322754 0 0 
8077-9102 42.142438677 -0.549874110229 1-36923 -0.6690125465393066 0.008851692080497742 32.355262756347656 0 0 
8077-12704 41.2805684533 0.950165001317 1-37018 -0.23737752437591553 -0.22234705090522766 2.839343309402466 0 0 
8077-6104 42.0327818599 -0.752315928466 1-36919 -0.41051265597343445 -0.5237705707550049 10.862763404846191 0 0 
8077-6101 41.6999087151 0.421577106474 1-37036 0.05210454389452934 0.6593133211135864 2.162677764892578 0 0 
8077-6102 40.5568647331 0.3829490791 1-36833 -0.4877627491950989 -0.37267813086509705 37.086421966552734 0 0 
8078-1902 42.2169259383 -0.524053160567 1-109167 0.12546394765377045 0.3561505079269409 1.2732038497924805 0 0 
8078-3704 42.2280037733 -0.966787630477 1-36892 -0.4778444170951843 -0.2791694700717926 18.113195419311523 0 0 
8078-3701 42.416649866 -0.636905831744 1-36899 -0.5274091362953186 -0.3247080445289612 12.357471466064453 0 0 
8078-3702 42.0923363863 0.98646544284 1-37079 -0.3865157961845398 -0.3203214704990387 4.70981502532959 0 0 
8078-3703 42.3874325272 -0.784442553068 1-36880 -0.6991949081420898 -0.011205592192709446 53.65072250366211 0 0 
8078-9101 42.3974310935 -0.723676197278 1-36905 -0.6075208187103271 0.012465200386941433 21.100637435913086 0 0 
8078-12704 42.1567757009 -0.554292603774 1-109073 -0.4852358102798462 -0.3694806694984436 12.37637996673584 0 0 
8078-12705 42.27915 -0.90221 1-36897 -0.461619108915329 -0.2976338267326355 13.400699615478516 0 0 
8078-6104 42.7394299674 0.369408313151 1-37084 -0.21887750923633575 -0.37328022718429565 50.125999450683594 0 0 
8078-12703 42.5702667337 0.0919901487903 1-37211 0.0762990415096283 0.40090352296829224 1.4030907154083252 0 0 
8078-12701 40.8804658761 0.306821500727 1-36832 0.1655983179807663 0.4248831272125244 1.9737499952316284 0 0 
8078-9102 42.5421244387 -0.867115967443 1-36878 -0.42671066522598267 -0.5974981784820557 18.54517936706543 0 0 
8078-12702 41.5140448729 0.22455852541 1-202377 -0.5081762075424194 -0.21793639659881592 9.311870574951172 0 0 
8078-1901 41.3609282489 0.91013274057 1-109112 0.07032211124897003 0.17634807527065277 0.17782087624073029 0 0 
8078-6102 42.5327611629 -0.266960497214 1-36890 0.19021281599998474 0.5061150193214417 0.79630446434021 0 0 
8078-6103 42.4165410114 -0.0698507357271 1-37213 -0.1295652985572815 -0.09125229716300964 2.6042897701263428 0 0 
8086-3704 57.1736103494 -0.651000283449 1-229021 -0.42620110511779785 -0.5971325635910034 18.854154586791992 0 0 
